"user_statuses_count","user_followers_count","full_text","user_url","user_location","user_description","user_profile_image_url_https","is_quote_status","quote_count","user_friends_count","full_text_norm","entities_user_mentions","entities_urls","in_reply_to_user_id_str","favorite_count","lang","user_created_at","user_listed_count","created_at","user_id_str","user_favourites_count","user_verified","source","in_reply_to_status_id_str","reply_count","in_reply_to_screen_name","id_str","entities_hashtags","text_sentiment","retweet_count","user_name","user_screen_name"
"None","None","Jembatan Holtekamp di Kota Jayapura, membentang 732 meter di atas perairan Teluk Youtefa. Jembatan ini nantinya akan menjadi ikon baru Papua. Jembatan Holtekamp mempercepat waktu tempuh dari Jayapura ke Muara Tami dan PLBN Skouw, juga menjadi penanda kemajuan pembangunan Papua.","None","None","None","None","None","None","None","Jembatan Holtekamp di Kota Jayapura, membentang 732 meter di atas perairan Teluk Youtefa. Jembatan ini nantinya akan menjadi ikon baru Papua. Jembatan Holtekamp mempercepat waktu tempuh dari Jayapura ke Muara Tami dan PLBN Skouw, juga menjadi penanda kemajuan pembangunan Papua.","","None","",10351,"None","None","None","2019-04-02 09:20","None","None","None","None","None",332,"","1113008181960093696","","neutral",2321,"Joko Widodo","jokowi"
"None","None","Pemilu itu pesta demokrasi. Karena ini pesta, semua harusnya senang dan gembira. Jangan menakut-nakuti orang yang sedang gembira, menakut-nakuti rakyat, mengancam pemerintah. Sambut Pemilu dengan suka cita dan riang gembira. Gunakan hak Anda untuk menentukan masa depan bangsa.","None","None","None","None","None","None","None","Pemilu itu pesta demokrasi. Karena ini pesta, semua harusnya senang dan gembira. Jangan menakut-nakuti orang yang sedang gembira, menakut-nakuti rakyat, mengancam pemerintah. Sambut Pemilu dengan suka cita dan riang gembira. Gunakan hak Anda untuk menentukan masa depan bangsa.","","None","",9066,"None","None","None","2019-04-02 07:34","None","None","None","None","None",851,"","1112981584192319489","","positive",2042,"Joko Widodo","jokowi"
"None","None","MUI diminta halalkan babi panggang. Panadol adalah tisu basah yang dikeraskan. LGBT dan aborsi dilegalkan. Ular mati karena makan wajan. Ini beberapa dari ratusan hoaks sepanjang Maret 2019. Dengan pikiran, akal sehat, dan mengecek fakta: kita tahu semua itu hoaks belaka.","None","None","None","None","None","None","None","MUI diminta halalkan babi panggang. Panadol adalah tisu basah yang dikeraskan. LGBT dan aborsi dilegalkan. Ular mati karena makan wajan. Ini beberapa dari ratusan hoaks sepanjang Maret 2019. Dengan pikiran, akal sehat, dan mengecek fakta: kita tahu semua itu hoaks belaka.","","None","",13945,"None","None","None","2019-04-02 05:03","None","None","None","None","None",1519,"","1112943731408162816","","positive",5308,"Joko Widodo","jokowi"
"None","None","Malam yang panjang di Kota Sorong, Papua Barat. Masyarakat tumpah ruah ke jalan-jalan. Saya berhenti enam kali di jalan dari arah Bandara Domine Eduard Osok ke pusat kota, sekadar untuk menyapa, menyalami, dan berswafoto dengan mereka. Terima kasih, Sorong.","None","None","None","None","None","None","None","Malam yang panjang di Kota Sorong, Papua Barat. Masyarakat tumpah ruah ke jalan-jalan. Saya berhenti enam kali di jalan dari arah Bandara Domine Eduard Osok ke pusat kota, sekadar untuk menyapa, menyalami, dan berswafoto dengan mereka. Terima kasih, Sorong.","","None","",10525,"None","None","None","2019-04-02 03:36","None","None","None","None","None",384,"","1112921828098363392","","neutral",1905,"Joko Widodo","jokowi"
"None","None","Stadion Papua Bangkit yang megah dan modern telah berdiri di Distrik Sentani Timur, Jayapura. Stadion ini menjadi penanda kebangkitan Papua dalam olahraga, sebagai provinsi sepak bola dan atletik. Stadion berkapasitas 40.000 penonton ini, akan digunakan pada PON 2020 mendatang.","None","None","None","None","None","None","None","Stadion Papua Bangkit yang megah dan modern telah berdiri di Distrik Sentani Timur, Jayapura. Stadion ini menjadi penanda kebangkitan Papua dalam olahraga, sebagai provinsi sepak bola dan atletik. Stadion berkapasitas 40.000 penonton ini, akan digunakan pada PON 2020 mendatang.","","None","",7899,"None","None","None","2019-04-02 01:49","None","None","None","None","None",300,"","1112894764989374464","","neutral",1686,"Joko Widodo","jokowi"
"None","None","Begitu luasnya Indonesia, kalian yang di Jakarta baru pukul sembilan malam, di Sorong sudah lewat pukul sebelas malam. Dan warga kota di Papua Barat ini masih ramai di jalan-jalan. Terima kasih atas sambutan warga Sorong.","None","None","None","None","None","None","None","Begitu luasnya Indonesia, kalian yang di Jakarta baru pukul sembilan malam, di Sorong sudah lewat pukul sebelas malam. Dan warga kota di Papua Barat ini masih ramai di jalan-jalan. Terima kasih atas sambutan warga Sorong.","","None","",8663,"None","None","None","2019-04-01 14:35","None","None","None","None","None",313,"","1112725177207394304","","neutral",1577,"Joko Widodo","jokowi"
"None","None","Lumpur yang terbawa banjir bandang Sabtu 16 Maret lalu, masih menumpuk di halaman dan teras bangunan SD Negeri Inpres Kemiri, Sentani, siang ini. Ruangannya berantakan. Kementerian PUPR segera merapikan sekolah ini, agar anak-anak yang bersama saya ini kembali bersekolah.","None","None","None","None","None","None","None","Lumpur yang terbawa banjir bandang Sabtu 16 Maret lalu, masih menumpuk di halaman dan teras bangunan SD Negeri Inpres Kemiri, Sentani, siang ini. Ruangannya berantakan. Kementerian PUPR segera merapikan sekolah ini, agar anak-anak yang bersama saya ini kembali bersekolah.","","None","",5956,"None","None","None","2019-04-01 12:00","None","None","None","None","None",183,"","1112686062164271104","","negative",1165,"Joko Widodo","jokowi"
"None","None","Bertemu para pengungsi korban banjir bandang Sentani, di GOR Touware, Jayapura. Yang penting saat ini adalah mencegah kejadian serupa di masa depan. Caranya, segera memulihkan kawasan hulu di sekitar Pegunungan Cycloop, Danau Sentani, dan daerah aliran Sungai Sentani Tami.","None","None","None","None","None","None","None","Bertemu para pengungsi korban banjir bandang Sentani, di GOR Touware, Jayapura. Yang penting saat ini adalah mencegah kejadian serupa di masa depan. Caranya, segera memulihkan kawasan hulu di sekitar Pegunungan Cycloop, Danau Sentani, dan daerah aliran Sungai Sentani Tami.","","None","",5460,"None","None","None","2019-04-01 10:57","None","None","None","None","None",138,"","1112670197926625280","","negative",1036,"Joko Widodo","jokowi"
"None","None","Wajah anak-anak SD Inpres Kemiri, Sentani, yang sudah terlihat ceria. Baru dua pekan lalu kampung mereka diterjang banjir bandang. Saya mengundang mereka ke Jakarta pada liburan sekolah nanti. Saya ingin mengajak Arnold, Elsa, Petrus, dan teman-temannya berlibur di Dufan Ancol.","None","None","None","None","None","None","None","Wajah anak-anak SD Inpres Kemiri, Sentani, yang sudah terlihat ceria. Baru dua pekan lalu kampung mereka diterjang banjir bandang. Saya mengundang mereka ke Jakarta pada liburan sekolah nanti. Saya ingin mengajak Arnold, Elsa, Petrus, dan teman-temannya berlibur di Dufan Ancol.","","None","",12773,"None","None","None","2019-04-01 08:06","None","None","None","None","None",691,"","1112627406160842753","","positive",2612,"Joko Widodo","jokowi"
"None","None","Pesona gugus Kepulauan Mandeh di Pesisir Selatan, Sumatra Barat. Pulau-pulaunya cantik, hijau, dan alami. Airnya jernih yang asyik untuk menyelam. Jalan ke kawasan wisata itu juga sebagian telah dibangun pemerintah melalui Kementerian PUPR. Ayo ke Mandeh!","None","None","None","None","None","None","None","Pesona gugus Kepulauan Mandeh di Pesisir Selatan, Sumatra Barat. Pulau-pulaunya cantik, hijau, dan alami. Airnya jernih yang asyik untuk menyelam. Jalan ke kawasan wisata itu juga sebagian telah dibangun pemerintah melalui Kementerian PUPR. Ayo ke Mandeh!","","None","",10805,"None","None","None","2019-04-01 06:53","None","None","None","None","None",336,"","1112608980071641088","","positive",2336,"Joko Widodo","jokowi"
"None","None","Sembilan kali dicegat warga di jalan dari bandara membuat saya terlambat datang ke acara di Minahasa Utara. Mereka minta salaman dan berswafoto. Perjalanan yang seharusnya 15 menit jadi 1,5 jam. Tapi, saya berbahagia. Terima kasih atas penerimaan masyarakat Sulawesi Utara.","None","None","None","None","None","None","None","Sembilan kali dicegat warga di jalan dari bandara membuat saya terlambat datang ke acara di Minahasa Utara. Mereka minta salaman dan berswafoto. Perjalanan yang seharusnya 15 menit jadi 1,5 jam. Tapi, saya berbahagia. Terima kasih atas penerimaan masyarakat Sulawesi Utara.","","None","",10096,"None","None","None","2019-04-01 02:58","None","None","None","None","None",422,"","1112549676476030976","","negative",1894,"Joko Widodo","jokowi"
"None","None","Bentangan beton ini melintang di atas Jalan Tol JORR yang bersilangan dengan Jalan Tol Jagorawi. Ini longspan 90 meter jalur Kereta LRT dari Cibubur ke Cawang, Jakarta sejauh 14,89 km. Dua jalur lain adalah Cawang-Kuningan-Dukuh Atas dan Cawang-Bekasi Timur.","None","None","None","None","None","None","None","Bentangan beton ini melintang di atas Jalan Tol JORR yang bersilangan dengan Jalan Tol Jagorawi. Ini longspan 90 meter jalur Kereta LRT dari Cibubur ke Cawang, Jakarta sejauh 14,89 km. Dua jalur lain adalah Cawang-Kuningan-Dukuh Atas dan Cawang-Bekasi Timur.","","None","",7485,"None","None","None","2019-04-01 01:19","None","None","None","None","None",306,"","1112524943143526401","","neutral",1694,"Joko Widodo","jokowi"
"None","None","Sambutan yang meriah dan bermandikan cahaya. Selamat malam, Manado.","None","None","None","None","None","None","None","Sambutan yang meriah dan bermandikan cahaya. Selamat malam, Manado.","","None","",14817,"None","None","None","2019-03-31 14:55","None","None","None","None","None",617,"","1112367856006512640","","positive",2710,"Joko Widodo","jokowi"
"None","None","Bertemu warga Gowa di Pallangga, siang ini, selarik kain merah menjadi ikat kepala saya. Passapu, ikat kepala khas lelaki Bugis-Makassar ini, adalah tanda kejantanan, juga janji untuk mengemban amanah rakyat dari tanah kelahiran Sultan Hasanuddin. Ewako, Gowa!","None","None","None","None","None","None","None","Bertemu warga Gowa di Pallangga, siang ini, selarik kain merah menjadi ikat kepala saya. Passapu, ikat kepala khas lelaki Bugis-Makassar ini, adalah tanda kejantanan, juga janji untuk mengemban amanah rakyat dari tanah kelahiran Sultan Hasanuddin. Ewako, Gowa!","","None","",8406,"None","None","None","2019-03-31 11:23","None","None","None","None","None",319,"","1112314484746420224","","positive",1570,"Joko Widodo","jokowi"
"None","None","Naik becak membelah jalanan kota Makassar bersama Ibu Negara. Di becak lain, Pak Jusuf Kalla dan Ibu Mufidah. Antekamma, Makassar? Baji-baji ji?","None","None","None","None","None","None","None","Naik becak membelah jalanan kota Makassar bersama Ibu Negara. Di becak lain, Pak Jusuf Kalla dan Ibu Mufidah. Antekamma, Makassar? Baji-baji ji?","","None","",10827,"None","None","None","2019-03-31 04:27","None","None","None","None","None",458,"","1112209678866345986","","neutral",1992,"Joko Widodo","jokowi"
"None","None","Selamat pagi. Semalam, bersama Sedah Mirah. Semangat dan optimisme mengurus bangsa ini bukan semata-mata untuk kita hari ini, tapi bagi masa depan anak dan cucu kita.","None","None","None","None","None","None","None","Selamat pagi. Semalam, bersama Sedah Mirah. Semangat dan optimisme mengurus bangsa ini bukan semata-mata untuk kita hari ini, tapi bagi masa depan anak dan cucu kita.","","None","",22780,"None","None","None","2019-03-31 01:41","None","None","None","None","None",1081,"","1112168015867473920","","positive",4069,"Joko Widodo","jokowi"
"None","None","Santap siang di akhir pekan bersama keluarga di rumah makan kawasan Jalan Sabang, Jakarta Pusat. Selamat bermalam Minggu.","None","None","None","None","None","None","None","Santap siang di akhir pekan bersama keluarga di rumah makan kawasan Jalan Sabang, Jakarta Pusat. Selamat bermalam Minggu.","","None","",7517,"None","None","None","2019-03-30 11:59","None","None","None","None","None",305,"","1111961145684852736","","neutral",1123,"Joko Widodo","jokowi"
"None","None","Film-film nasional beberapa tahun ini praktis sudah menjadi tuan rumah di negeri sendiri. Rekor demi rekor jumlah penonton film Indonesia juga tercipta. Semua berkat kreativitas dan kualitas film nasional yang semakin baik, dan suasana kondusif bagi dunia perfilman tanah air.","None","None","None","None","None","None","None","Film-film nasional beberapa tahun ini praktis sudah menjadi tuan rumah di negeri sendiri. Rekor demi rekor jumlah penonton film Indonesia juga tercipta. Semua berkat kreativitas dan kualitas film nasional yang semakin baik, dan suasana kondusif bagi dunia perfilman tanah air.","","None","",8070,"None","None","None","2019-03-30 10:18","None","None","None","None","None",195,"","1111935726403239937","","positive",1575,"Joko Widodo","jokowi"
"None","None","Lebih setahun sudah Stadion Utama Gelora Bung Karno di Senayan tampil dengan wajah baru setelah direnovasi besar-besaran menyambut Asian Games ke-18. Renovasi yang tak sia-sia karena kita sukses menggelar pesta olahraga, sukses juga dalam prestasi atlet. Mari kita jaga bersama.","None","None","None","None","None","None","None","Lebih setahun sudah Stadion Utama Gelora Bung Karno di Senayan tampil dengan wajah baru setelah direnovasi besar-besaran menyambut Asian Games ke-18. Renovasi yang tak sia-sia karena kita sukses menggelar pesta olahraga, sukses juga dalam prestasi atlet. Mari kita jaga bersama.","","None","",13536,"None","None","None","2019-03-30 07:24","None","None","None","None","None",445,"","1111891833771024384","","positive",2797,"Joko Widodo","jokowi"
"None","None","Bagaimana mengatasi Jan Ethes kalu lagi rewel? Ya itu tugas MC. Cak Lontong bingung. “MC? Master of Ceremony?”","None","None","None","None","None","None","None","Bagaimana mengatasi Jan Ethes kalu lagi rewel? Ya itu tugas MC. Cak Lontong bingung. “MC? Master of Ceremony?”","","None","",9732,"None","None","None","2019-03-30 02:21","None","None","None","None","None",241,"","1111815698437697536","","negative",2049,"Joko Widodo","jokowi"
"None","None","Di depan warga Kalimantan Timur di Balikpapan, saya berbicara tentang harapan dan optimisme. Jalan tol dari Balikpapan ke Samarinda selesai tahun ini. Kilang minyak besar akan dibangun di Balikpapan dan Bontang, Bendungan Teritip dan Marangkayu sudah selesai. Semangat!","None","None","None","None","None","None","None","Di depan warga Kalimantan Timur di Balikpapan, saya berbicara tentang harapan dan optimisme. Jalan tol dari Balikpapan ke Samarinda selesai tahun ini. Kilang minyak besar akan dibangun di Balikpapan dan Bontang, Bendungan Teritip dan Marangkayu sudah selesai. Semangat!","","None","",6944,"None","None","None","2019-03-29 15:47","None","None","None","None","None",381,"","1111656106940485632","","positive",1381,"Joko Widodo","jokowi"
"None","None","Pemilu legislatif dan pemilihan presiden pada 17 April besok ini menghabiskan biaya yang tidak sedikit — triliunan rupiah. Teramat sayang kalau tidak menggunakan hak pilih kita. Jadi, jangan golput! Yang mau berlibur silakan, tapi datang dulu ke TPS dan coblos pilihanmu.","None","None","None","None","None","None","None","Pemilu legislatif dan pemilihan presiden pada 17 April besok ini menghabiskan biaya yang tidak sedikit — triliunan rupiah. Teramat sayang kalau tidak menggunakan hak pilih kita. Jadi, jangan golput! Yang mau berlibur silakan, tapi datang dulu ke TPS dan coblos pilihanmu.","","None","",10360,"None","None","None","2019-03-29 11:51","None","None","None","None","None",1681,"","1111596833850048512","","positive",2542,"Joko Widodo","jokowi"
"None","None","Dari sekadar pos-pos sederhana atau bahkan patok-patok kayu dan batu, Pos Lintas Batas Negara di Kalimantan, Papua, dan Nusa Tenggara Timur diubah lebih megah dan layak. PLBN adalah gerbang, penanda kehadiran negara, sekaligus dan embrio pertumbuhan ekonomi di daerah terpinggir.","None","None","None","None","None","None","None","Dari sekadar pos-pos sederhana atau bahkan patok-patok kayu dan batu, Pos Lintas Batas Negara di Kalimantan, Papua, dan Nusa Tenggara Timur diubah lebih megah dan layak. PLBN adalah gerbang, penanda kehadiran negara, sekaligus dan embrio pertumbuhan ekonomi di daerah terpinggir.","","None","",11108,"None","None","None","2019-03-29 07:53","None","None","None","None","None",440,"","1111536880871309312","","positive",2723,"Joko Widodo","jokowi"
"None","None","Apa karewa Sulawesi Barat? Mapia wandi? Provinsi ini masih terbilang muda, wilayahnya begitu lengkap dari pantai hingga pegunungan yang indah dan kaya. Tantangannya menuju kemajuan hanya satu: infrastruktur jalan. Ini yang akan kita selesaikan sesegera mungkin.","None","None","None","None","None","None","None","Apa karewa Sulawesi Barat? Mapia wandi? Provinsi ini masih terbilang muda, wilayahnya begitu lengkap dari pantai hingga pegunungan yang indah dan kaya. Tantangannya menuju kemajuan hanya satu: infrastruktur jalan. Ini yang akan kita selesaikan sesegera mungkin.","","None","",6669,"None","None","None","2019-03-29 04:24","None","None","None","None","None",314,"","1111484280088100864","","positive",1134,"Joko Widodo","jokowi"
"None","None","Setelah 72 tahun Indonesia merdeka, Desa Ampas di Kabupaten Keerom -- juga desa-desa lain di pegunungan Papua -- baru bisa menikmati terangnya rumah dan kampung di malam hari. Anak-anak sekolah tak lagi belajar di sisi pelita yang asapnya membentuk jelaga dan memerihkan mata.","None","None","None","None","None","None","None","Setelah 72 tahun Indonesia merdeka, Desa Ampas di Kabupaten Keerom -- juga desa-desa lain di pegunungan Papua -- baru bisa menikmati terangnya rumah dan kampung di malam hari. Anak-anak sekolah tak lagi belajar di sisi pelita yang asapnya membentuk jelaga dan memerihkan mata.","","None","",15961,"None","None","None","2019-03-29 01:17","None","None","None","None","None",668,"","1111437234383683589","","positive",4253,"Joko Widodo","jokowi"
"None","None","Aroma gurihnya ikan bakar meruap ke udara di sekitar Jembatan Sungai Manggar di Kota Balikpapan pagi tadi. Ratusan nelayan menambatkan perahu di bawahnya seraya menggelar Festival Bakar Ikan. Dari atas Jembatan Manggar, saya hanya bisa menyapa mereka dengan bangga.","None","None","None","None","None","None","None","Aroma gurihnya ikan bakar meruap ke udara di sekitar Jembatan Sungai Manggar di Kota Balikpapan pagi tadi. Ratusan nelayan menambatkan perahu di bawahnya seraya menggelar Festival Bakar Ikan. Dari atas Jembatan Manggar, saya hanya bisa menyapa mereka dengan bangga.","","None","",8172,"None","None","None","2019-03-28 11:01","None","None","None","None","None",360,"","1111221873252036608","","positive",1553,"Joko Widodo","jokowi"
"None","None","Menyeruak di antara ribuan warga Kalimantan Selatan di Stadion 17 Mei, Kota Banjarmasin, kemarin sore. Saya bermandi peluh, tapi berbahagia warga yang bersemangat. Apa habar pian sabarataan?","None","None","None","None","None","None","None","Menyeruak di antara ribuan warga Kalimantan Selatan di Stadion 17 Mei, Kota Banjarmasin, kemarin sore. Saya bermandi peluh, tapi berbahagia warga yang bersemangat. Apa habar pian sabarataan?","","None","",6550,"None","None","None","2019-03-28 08:13","None","None","None","None","None",306,"","1111179526959034368","","positive",1232,"Joko Widodo","jokowi"
"None","None","Dari ibu-ibu penjual nasi uduk, keluarga penambal ban di Jakarta, sampai penjual buah di Cibitung, Program Mekaar telah memberi jalan kepada rumah-rumah tangga pra sejahtera di berbagai kota di Indonesia untuk berani menatap masa depan yang lebih indah.","None","None","None","None","None","None","None","Dari ibu-ibu penjual nasi uduk, keluarga penambal ban di Jakarta, sampai penjual buah di Cibitung, Program Mekaar telah memberi jalan kepada rumah-rumah tangga pra sejahtera di berbagai kota di Indonesia untuk berani menatap masa depan yang lebih indah.","","None","",9160,"None","None","None","2019-03-28 06:59","None","None","None","None","None",333,"","1111160786657828864","","positive",1705,"Joko Widodo","jokowi"
"None","None","Saya pernah jadi karyawan di Aceh, lalu berhenti dan jadi pengusaha. Dari dunia usaha, saya pindah ke politik, dan kini berlabuh di pemerintahan. Modal saya kepercayaan. Pengusaha tahu sulitnya membangun kepercayaan. Dalam politik yang harus dijaga adalah kepercayaan rakyat.","None","None","None","None","None","None","None","Saya pernah jadi karyawan di Aceh, lalu berhenti dan jadi pengusaha. Dari dunia usaha, saya pindah ke politik, dan kini berlabuh di pemerintahan. Modal saya kepercayaan. Pengusaha tahu sulitnya membangun kepercayaan. Dalam politik yang harus dijaga adalah kepercayaan rakyat.","","None","",13304,"None","None","None","2019-03-28 03:43","None","None","None","None","None",1089,"","1111111604790157312","","positive",3174,"Joko Widodo","jokowi"
"None","None","Mereka yang tak beranjak dari zona nyaman, akan tergilas oleh roda zaman.","None","None","None","None","None","None","None","Mereka yang tak beranjak dari zona nyaman, akan tergilas oleh roda zaman.","","None","",16711,"None","None","None","2019-03-28 01:10","None","None","None","None","None",778,"","1111073098030153728","","neutral",6061,"Joko Widodo","jokowi"
"None","None","Ape kaba, Kalimantan Barat? Ibu kota provinsi ini, Pontianak, dilintasi garis khatulistiwa. Sebagian wilayahnya berbatasan dengan Malaysia. Jalan-jalan di perbatasan itu sudah dipermulus. Tiga pos perlintasannya di Entikong, Badau dan Aruk telah dipercantik.","None","None","None","None","None","None","None","Ape kaba, Kalimantan Barat? Ibu kota provinsi ini, Pontianak, dilintasi garis khatulistiwa. Sebagian wilayahnya berbatasan dengan Malaysia. Jalan-jalan di perbatasan itu sudah dipermulus. Tiga pos perlintasannya di Entikong, Badau dan Aruk telah dipercantik.","","None","",9015,"None","None","None","2019-03-27 11:49","None","None","None","None","None",389,"","1110871438771159041","","neutral",1770,"Joko Widodo","jokowi"
"None","None","Produk lokal Indonesia berkualitas bagus melimpah ruah di berbagai pelosok negeri: dari jaket, makanan, kopi, sampai modifikasi sepeda motor. Produk-produk lokal sudah banyak yang berkelas global, layak dilepas ke pasar dunia, dan bersanding dengan produk negara maju.","None","None","None","None","None","None","None","Produk lokal Indonesia berkualitas bagus melimpah ruah di berbagai pelosok negeri: dari jaket, makanan, kopi, sampai modifikasi sepeda motor. Produk-produk lokal sudah banyak yang berkelas global, layak dilepas ke pasar dunia, dan bersanding dengan produk negara maju.","","None","",11965,"None","None","None","2019-03-27 08:37","None","None","None","None","None",572,"","1110823187166593025","","positive",2586,"Joko Widodo","jokowi"
"None","None","Peuhaba, Lhokseumawe! Inilah kota tempat saya bekerja pertama kali setamat kuliah di UGM. Lhokseumawe berada di lintas timur Sumatra, jalur vital distribusi dan perdagangan Aceh. Saya ingin Aceh menjadi bagian dari terwujudnya fondasi menuju Indonesia maju.","None","None","None","None","None","None","None","Peuhaba, Lhokseumawe! Inilah kota tempat saya bekerja pertama kali setamat kuliah di UGM. Lhokseumawe berada di lintas timur Sumatra, jalur vital distribusi dan perdagangan Aceh. Saya ingin Aceh menjadi bagian dari terwujudnya fondasi menuju Indonesia maju.","","None","",8870,"None","None","None","2019-03-27 04:10","None","None","None","None","None",376,"","1110756061869277184","","positive",1648,"Joko Widodo","jokowi"
"None","None","Laut adalah masa depan Indonesia. Menjaga laut adalah menjaga Indonesia.","None","None","None","None","None","None","None","Laut adalah masa depan Indonesia. Menjaga laut adalah menjaga Indonesia.","","None","",24077,"None","None","None","2019-03-27 01:01","None","None","None","None","None",905,"","1110708424046575616","","neutral",7997,"Joko Widodo","jokowi"
"None","None","Bukan hendak berpose romantis di atas panggung, tapi warga Dumai juga memanggil-manggil Ibu Negara untuk mendekat. Selamat malam.","None","None","None","None","None","None","None","Bukan hendak berpose romantis di atas panggung, tapi warga Dumai juga memanggil-manggil Ibu Negara untuk mendekat. Selamat malam.","","None","",9915,"None","None","None","2019-03-26 13:54","None","None","None","None","None",694,"","1110540633863655425","","positive",2216,"Joko Widodo","jokowi"
"None","None","Apo kesah, Dumai? Bukan pedang sembarang pedang, pedang dibawa dari Sukaramai. Bukan datang sembarang datang, datang ku karena cinta kepada orang Dumai.","None","None","None","None","None","None","None","Apo kesah, Dumai? Bukan pedang sembarang pedang, pedang dibawa dari Sukaramai. Bukan datang sembarang datang, datang ku karena cinta kepada orang Dumai.","","None","",12735,"None","None","None","2019-03-26 12:21","None","None","None","None","None",658,"","1110517245212418054","","positive",2705,"Joko Widodo","jokowi"
"None","None","Di negeri ini, kesempatan kita setara. Bukan hanya setara untuk meraih cita-cita, juga ruang yang sama untuk berperan membawa Indonesia yang maju. Kalian siap?","None","None","None","None","None","None","None","Di negeri ini, kesempatan kita setara. Bukan hanya setara untuk meraih cita-cita, juga ruang yang sama untuk berperan membawa Indonesia yang maju. Kalian siap?","","None","",24419,"None","None","None","2019-03-26 07:27","None","None","None","None","None",1487,"","1110443198403342336","","positive",8240,"Joko Widodo","jokowi"
"None","None","Warga Malang dari berbagai latar berbaur di GOR Ken Arok, kemarin. Kota ini sejuk, bukan hanya karena letaknya, tapi karakter penduduknya yang ramah. Masjid Jami’ dan Gereja Immanuel di kota ini berjejer berdekatan. Malang adalah Indonesia yang sebenar-benarnya.","None","None","None","None","None","None","None","Warga Malang dari berbagai latar berbaur di GOR Ken Arok, kemarin. Kota ini sejuk, bukan hanya karena letaknya, tapi karakter penduduknya yang ramah. Masjid Jami’ dan Gereja Immanuel di kota ini berjejer berdekatan. Malang adalah Indonesia yang sebenar-benarnya.","","None","",7646,"None","None","None","2019-03-26 04:00","None","None","None","None","None",516,"","1110391064580382720","","positive",2010,"Joko Widodo","jokowi"
"None","None","Selamat Pagi, Indonesia...","None","None","None","None","None","None","None","Selamat Pagi, Indonesia...","","None","",11345,"None","None","None","2019-03-26 00:54","None","None","None","None","None",746,"","1110344317485236224","","neutral",2851,"Joko Widodo","jokowi"
"None","None","Semasa kecil saya senang main bola, tapi tidak pernah memecahkan kaca jendela rumah tetangga. Cak Lontong penasaran, Berarti, Bapak ahli menggiring bola? Nggak juga. Saya main bola di posisi apa?","None","None","None","None","None","None","None","Semasa kecil saya senang main bola, tapi tidak pernah memecahkan kaca jendela rumah tetangga. Cak Lontong penasaran, Berarti, Bapak ahli menggiring bola? Nggak juga. Saya main bola di posisi apa?","","None","",11896,"None","None","None","2019-03-25 13:17","None","None","None","None","None",496,"","1110168790011002880","","positive",2381,"Joko Widodo","jokowi"
"None","None","Kelendi kabare, Banyuwangi? Sae nggih, sae?","None","None","None","None","None","None","None","Kelendi kabare, Banyuwangi? Sae nggih, sae?","","None","",10859,"None","None","None","2019-03-25 11:58","None","None","None","None","None",512,"","1110148954748932098","","neutral",2257,"Joko Widodo","jokowi"
"None","None","Sepanjang tahun 2015-2019 ini, pemerintah membangun, melanjutkan, dan menyelesaikan pembangunan 15 bandara baru di berbagai pelosok Tanah Air, selain membenahi 439 bandara lama.","None","None","None","None","None","None","None","Sepanjang tahun 2015-2019 ini, pemerintah membangun, melanjutkan, dan menyelesaikan pembangunan 15 bandara baru di berbagai pelosok Tanah Air, selain membenahi 439 bandara lama.","","None","",9545,"None","None","None","2019-03-25 08:18","None","None","None","None","None",619,"","1110093695620005888","","negative",2693,"Joko Widodo","jokowi"
"None","None","Ribuan warga Banten tumpah ruah ke jalan-jalan dari alun-alun menuju Stadion Maulana Yusuf di Kota Serang, hari Minggu kemarin. Saya menembus kemeriahan serupa karnaval itu dengan kereta kuda. Terima kasih, Banten.","None","None","None","None","None","None","None","Ribuan warga Banten tumpah ruah ke jalan-jalan dari alun-alun menuju Stadion Maulana Yusuf di Kota Serang, hari Minggu kemarin. Saya menembus kemeriahan serupa karnaval itu dengan kereta kuda. Terima kasih, Banten.","","None","",9032,"None","None","None","2019-03-25 04:00","None","None","None","None","None",552,"","1110028585719332864","","neutral",1921,"Joko Widodo","jokowi"
"None","None","Kereta MRT Jakarta telah hadir di ibu kota, membawa budaya baru transportasi Indonesia yang cepat, nyaman, dan terintegrasi dengan moda lainnya. Mari, manfaatkan dan jaga bersama-sama. Jangan buang sampah di MRT dan stasiun, biasakan tertib dan antre, jangan berdesak-desakan.","None","None","None","None","None","None","None","Kereta MRT Jakarta telah hadir di ibu kota, membawa budaya baru transportasi Indonesia yang cepat, nyaman, dan terintegrasi dengan moda lainnya. Mari, manfaatkan dan jaga bersama-sama. Jangan buang sampah di MRT dan stasiun, biasakan tertib dan antre, jangan berdesak-desakan.","","None","",16722,"None","None","None","2019-03-25 01:52","None","None","None","None","None",831,"","1109996422366035968","","negative",4864,"Joko Widodo","jokowi"
